entity_type,id,name,type,category,power,accuracy,pp,description,source_status,extra
item,hawluchanite,Hawluchanite,,,,,,One of a variety of mysterious Mega Stones. A Hawlucha holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,heatrock,Heat Rock,,,,,,"An item to be held by a Pokémon. When the holder changes the weather to harsh sunlight, the sunlight will persist for longer than usual.",confirmed,category=held-item; unlock=shop-700-vp
item,heracronite,Heracronite,,,,,,One of a variety of mysterious Mega Stones. A Heracross holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,houndoominite,Houndoominite,,,,,,One of a variety of mysterious Mega Stones. A Houndoom holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,icyrock,Icy Rock,,,,,,"An item to be held by a Pokémon. When the holder changes the weather to snow, the snow will persist for longer than usual.",confirmed,category=held-item; unlock=shop-700-vp
item,ironball,Iron Ball,,,,,,An item to be held by a Pokémon. It lowers the holder's Speed stat and makes the holder vulnerable to Ground-type moves even if it is a Flying type or is levitating.,confirmed,category=held-item; unlock=shop-1000-vp
item,kangaskhanite,Kangaskhanite,,,,,,One of a variety of mysterious Mega Stones. A Kangaskhan holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,kasibberry,Kasib Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ghost-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,kebiaberry,Kebia Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Poison-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,kingsrock,King’s Rock,,,,,,"An item to be held by a Pokémon. When the holder successfully inflicts damage, the target may also flinch.",confirmed,category=held-item; unlock=beginning
item,leftovers,Leftovers,,,,,,An item to be held by a Pokémon. The holder’s HP is slowly but steadily restored throughout every battle.,confirmed,category=held-item; unlock=beginning
item,leppaberry,Leppa Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can restore 10 PP to a depleted move during battle.",confirmed,category=berry; unlock=shop-400-vp
item,lifeorb,Life Orb,,,,,,"An item to be held by a Pokémon. It boosts the power of the holder's moves, but the holder also loses a small amount of HP upon landing an attack.",confirmed,category=held-item; unlock=shop-1000-vp
item,lightball,Light Ball,,,,,,An item to be held by Pikachu. It’s a puzzling orb that boosts its Attack and Sp. Atk stats.,confirmed,category=held-item; unlock=shop-1000-vp
item,lightclay,Light Clay,,,,,,"An item to be held by a Pokémon. When the holder uses protective moves like Light Screen or Reflect, their effects will last longer than usual.",confirmed,category=held-item; unlock=shop-1000-vp
item,lopunnite,Lopunnite,,,,,,One of a variety of mysterious Mega Stones. A Lopunny holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,lucarionite,Lucarionite,,,,,,One of a variety of mysterious Mega Stones. A Lucario holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,lumberry,Lum Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from any status condition during battle.",confirmed,category=berry; unlock=beginning
item,magnet,Magnet,,,,,,An item to be held by a Pokémon. It’s a powerful magnet that boosts the power of Electric-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,malamarite,Malamarite,,,,,,One of a variety of mysterious Mega Stones. A Malamar holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,manectite,Manectite,,,,,,One of a variety of mysterious Mega Stones. A Manectric holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,mawilite,Mawilite,,,,,,One of a variety of mysterious Mega Stones. A Mawile holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,medichamite,Medichamite,,,,,,One of a variety of mysterious Mega Stones. A Medicham holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,meganiumite,Meganiumite,,,,,,One of a variety of mysterious Mega Stones. A Meganium holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,mentalherb,Mental Herb,,,,,,An item to be held by a Pokémon. The holder shakes off move-binding effects to move freely. It can be used only once.,confirmed,category=held-item; unlock=shop-1000-vp
item,meowsticite,Meowsticite,,,,,,One of a variety of mysterious Mega Stones. A Meowstic holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,metagrossite,Metagrossite,,,,,,One of a variety of mysterious Mega Stones. A Metagross holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,metalcoat,Metal Coat,,,,,,An item to be held by a Pokémon. It’s a special metallic film that can boost the power of Steel-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,metronome,Metronome,,,,,,"An item to be held by a Pokémon. It boosts the power of a move that's used repeatedly. Once the chain is broken, the move's power returns to normal.",confirmed,category=held-item; unlock=shop-700-vp
item,miracleseed,Miracle Seed,,,,,,An item to be held by a Pokémon. It’s a seed imbued with life-force that boosts the power of Grass-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,muscleband,Muscle Band,,,,,,"An item to be held by a Pokémon. This headband exudes strength, slightly boosting the power of the holder's physical moves.",confirmed,category=held-item; unlock=shop-700-vp
item,mysticwater,Mystic Water,,,,,,An item to be held by a Pokémon. This teardrop-shaped gem boosts the power of Water-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,nevermeltice,Never-Melt Ice,,,,,,An item to be held by a Pokémon. It’s a heat- repelling piece of ice that boosts the power of Ice-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,occaberry,Occa Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fire-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,oranberry,Oran Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can restore its own HP by 10 points during battle.",confirmed,category=berry; unlock=shop-400-vp
item,passhoberry,Passho Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Water-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,payapaberry,Payapa Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Psychic-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,pechaberry,Pecha Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from poisoning on its own in battle.",confirmed,category=berry; unlock=shop-400-vp
item,persimberry,Persim Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from confusion on its own in battle.",confirmed,category=berry; unlock=shop-400-vp
item,pidgeotite,Pidgeotite,,,,,,One of a variety of mysterious Mega Stones. A Pidgeot holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,pinsirite,Pinsirite,,,,,,One of a variety of mysterious Mega Stones. A Pinsir holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,poisonbarb,Poison Barb,,,,,,"An item to be held by a Pokémon. This small, poisonous barb boosts the power of Poison-type moves.",confirmed,category=held-item; unlock=shop-700-vp
item,pyroarite,Pyroarite,,,,,,One of a variety of mysterious Mega Stones. A Pyroar holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,quickclaw,Quick Claw,,,,,,"An item to be held by a Pokémon. This light, sharp claw lets the bearer move first occasionally.",confirmed,category=held-item; unlock=beginning
item,raichunitex,Raichunite X,,,,,,One of a variety of mysterious Mega Stones. A Raichu holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=beginning
item,raichunite,Raichunite Y,,,,,,One of a variety of mysterious Mega Stones. A Raichu holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=beginning
item,rawstberry,Rawst Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from a burn on its own in battle.",confirmed,category=berry; unlock=shop-400-vp
item,rindoberry,Rindo Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Grass-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,roseliberry,Roseli Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fairy-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,sablenite,Sablenite,,,,,,One of a variety of mysterious Mega Stones. A Sableye holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,sceptilite,Sceptilite,,,,,,One of a variety of mysterious Mega Stones. A Sceptile holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,scizorite,Scizorite,,,,,,One of a variety of mysterious Mega Stones. A Scizor holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,scolipite,Scolipite,,,,,,One of a variety of mysterious Mega Stones. A Scolipede holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,scopelens,Scope Lens,,,,,,An item to be held by a Pokémon. It’s a lens for scoping out weak points. It boosts the holder’s critical-hit ratio.,confirmed,category=held-item; unlock=shop-1000-vp
item,scovillainite,Scovillainite,,,,,,One of a variety of mysterious Mega Stones. A Scovillain holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,scraftinite,Scraftinite,,,,,,One of a variety of mysterious Mega Stones. A Scrafty holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,sharpbeak,Sharp Beak,,,,,,"An item to be held by a Pokémon. It’s a long, sharp beak that boosts the power of Flying-type moves.",confirmed,category=held-item; unlock=shop-700-vp
item,sharpedonite,Sharpedonite,,,,,,One of a variety of mysterious Mega Stones. A Sharpedo holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,shedshell,Shed Shell,,,,,,"An item to be held by a Pokémon. Hard and sturdy, this discarded carapace enables the holder to switch out of battle without fail.",confirmed,category=held-item; unlock=shop-700-vp
item,shellbell,Shell Bell,,,,,,An item to be held by a Pokémon. The holder restores a little HP every time it inflicts damage on others.,confirmed,category=held-item; unlock=shop-700-vp
item,shucaberry,Shuca Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,silkscarf,Silk Scarf,,,,,,An item to be held by a Pokémon. It’s a sumptuous scarf that boosts the power of Normal-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,silverpowder,Silver Powder,,,,,,An item to be held by a Pokémon. It’s a shiny silver powder that will boost the power of Bug-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,sitrusberry,Sitrus Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can restore its own HP by a small amount during battle.",confirmed,category=berry; unlock=beginning
item,skarmorite,Skarmorite,,,,,,One of a variety of mysterious Mega Stones. A Skarmory holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,slowbronite,Slowbronite,,,,,,One of a variety of mysterious Mega Stones. A Slowbro holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,smoothrock,Smooth Rock,,,,,,"An item to be held by a Pokémon. When the holder changes the weather to a sandstorm, the storm will persist for longer than usual.",confirmed,category=held-item; unlock=shop-700-vp
